id,received_time,sender,body,is_transaction,bank,account,amount,balance,txn_type,source
US_CORPUS_00264,1793070720000,24273,Chase Fraud Alert: Did you attempt $144.42 at ONLINE MERCHANT with debit card ending 882? Reply YES or NO.,1,Chase,882,144.42,,DEBIT,CARD
US_CORPUS_00265,1793123640000,24273,"Chase: You made a $124.54 debit card purchase with card ending 882 at CHIPOTLE 1187 on 10/27. Avail bal: $18,947.39.",1,Chase,882,124.54,"18,947.39",DEBIT,CARD
US_CORPUS_00266,1793139660000,322632,Bank of America: A purchase of $131.93 at KROGER #771 was charged to your credit card ending in 9111 on 10/27.,1,Bank of America,9111,131.93,,DEBIT,CARD
US_CORPUS_00267,1793198400000,24273,"Chase: Your online payment of $391.52 to BANK OF AMERICA CARD 9111 from acct ...9384 is complete on 10/28. Avail bal: $18,555.87.",1,Chase,9384,391.52,"18,555.87",CREDIT,CARD
US_CORPUS_00268,1793204640000,322632,"BofA: Payment of $391.52 received on credit card ending 9111. Thank you. Avail credit: $1,288.87.",1,Bank of America,9111,391.52,"1,288.87",CREDIT,CARD
US_CORPUS_00269,1793262840000,24273,Chase: Your one-time code is 803278. Don't share it. We'll never call to ask for it.,0,Chase,,,,OTHER,NONE
US_CORPUS_00270,1793293680000,24273,"Chase: You made a $68.70 debit card purchase with card ending 882 at UBER TRIP on 10/29. Avail bal: $18,487.17.",1,Chase,882,68.70,"18,487.17",DEBIT,CARD
US_CORPUS_00271,1793336760000,24273,"Chase: You scheduled a payment of $249.36 to COMCAST CABLE for 11/07 from acct ...9384. To cancel, visit chase.com/pay.",1,Chase,9384,249.36,,CREDIT,BANK
US_CORPUS_00272,1793347140000,672566,"Netflix: Your payment method was updated successfully. If this wasn't you, visit netflix.com/account.",0,Unknown,,,,OTHER,NONE
US_CORPUS_00273,1793378760000,322632,Bank of America: A withdrawal/debit of $17.49 (GEICO AUTO INS) posted to account ending 9661 on 10/30. Available balance: $859.72.,1,Bank of America,9661,17.49,859.72,DEBIT,BANK
US_CORPUS_00274,1793406960000,24273,"Chase: You transferred $400.00 from acct ...9384 to external account ending 9661 on 10/31. Avail bal: $18,087.17.",1,Chase,9384,400.00,"18,087.17",DEBIT,BANK
US_CORPUS_00275,1793410860000,322632,"Bank of America: A transfer of $400.00 was received into account ending 9661 on 10/31. Available balance: $1,259.72.",1,Bank of America,9661,400.00,"1,259.72",CREDIT,BANK
US_CORPUS_00276,1793452500000,24273,Chase Fraud Alert: Did you attempt $292.82 at ONLINE MERCHANT with debit card ending 882? Reply YES or NO.,1,Chase,882,292.82,,DEBIT,CARD
US_CORPUS_00277,1793514000000,24273,"Chase: You scheduled a payment of $254.49 to COMCAST CABLE for 11/09 from acct ...9384. To cancel, visit chase.com/pay.",1,Chase,9384,254.49,,CREDIT,BANK
US_CORPUS_00278,1793568300000,24273,Chase: MIKE CHEN requested $56.82 from you with Zelle(R). Review in the Chase Mobile app. No money has moved.,1,Chase,,56.82,,DEBIT,BANK
US_CORPUS_00279,1793616780000,322632,Bank of America: A purchase of $73.59 at STARBUCKS #2214 was charged to your credit card ending in 9111 on 11/02.,1,Bank of America,9111,73.59,,DEBIT,CARD
US_CORPUS_00280,1793677680000,322632,"Bank of America: A withdrawal/debit of $85.05 (T-MOBILE) posted to account ending 9661 on 11/03. Available balance: $1,174.67.",1,Bank of America,9661,85.05,"1,174.67",DEBIT,BANK
US_CORPUS_00281,1793728920000,37777,USPS: Your package 9414352513849945149 is out for delivery today.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00282,1793744760000,322632,Bank of America: A purchase of $67.25 at AMAZON MKTPLACE was charged to your credit card ending in 9111 on 11/03.,1,Bank of America,9111,67.25,,DEBIT,CARD
US_CORPUS_00283,1793773260000,322632,BofA: Your credit card ending 9111 was DECLINED for $280.36 at BEST BUY #442 on 11/04. Call 800.732.9194 if you need help.,0,Bank of America,,,,OTHER,NONE
US_CORPUS_00284,1793823600000,322632,Bank of America: A purchase of $70.38 at CVS/PHARMACY #883 was charged to your credit card ending in 9111 on 11/04.,1,Bank of America,9111,70.38,,DEBIT,CARD
US_CORPUS_00285,1793846760000,262966,413586 is your Amazon OTP. Do not share it with anyone.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00286,1793903940000,322632,BofA: A pending authorization of $33.81 at BEST BUY #442 is on your credit card ending 9111. Final amount may vary.,1,Bank of America,9111,33.81,,DEBIT,CARD
US_CORPUS_00287,1793911980000,24273,"Chase: You made a $120.00 debit card purchase with card ending 882 at KROGER #771 on 11/05. Avail bal: $17,967.17.",1,Chase,882,120.00,"17,967.17",DEBIT,CARD
US_CORPUS_00288,1793947260000,37777,USPS: Your package 9485825906204525607 is out for delivery today.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00289,1793999040000,322632,BofA: Your credit card ending 9111 was DECLINED for $388.64 at SHELL OIL 5744 on 11/06. Call 800.732.9194 if you need help.,0,Bank of America,,,,OTHER,NONE
US_CORPUS_00290,1794050040000,322632,"Bank of America: Your credit card ending in 9111 statement is ready. Balance: $3,122.35. Min payment $35.00 due 11/25.",1,Bank of America,9111,"3,122.35","3,122.35",DEBIT,CARD
US_CORPUS_00291,1794111840000,24273,"Chase: RAJ PATEL sent you $67.52 with Zelle(R). Deposited to acct ...9384. Avail bal: $18,034.69.",1,Chase,,67.52,,CREDIT,BANK
US_CORPUS_00292,1794164040000,24273,"Chase: You made a $61.58 debit card purchase with card ending 882 at STARBUCKS #2214 on 11/08. Avail bal: $17,973.11.",1,Chase,882,61.58,"17,973.11",DEBIT,CARD
US_CORPUS_00293,1794189420000,24273,"Chase: You made a $127.26 debit card purchase with card ending 882 at BEST BUY #442 on 11/09. Avail bal: $17,845.85.",1,Chase,882,127.26,"17,845.85",DEBIT,CARD
US_CORPUS_00294,1794212760000,322632,Bank of America: A purchase of $45.23 at APPLE.COM/BILL was charged to your credit card ending in 9111 on 11/09.,1,Bank of America,9111,45.23,,DEBIT,CARD
US_CORPUS_00295,1794277680000,24273,Chase: EMILY DAVIS requested $20.43 from you with Zelle(R). Review in the Chase Mobile app. No money has moved.,1,Chase,,20.43,,DEBIT,BANK
US_CORPUS_00296,1794296820000,322632,"Bank of America: A withdrawal/debit of $71.36 (COMCAST CABLE) posted to account ending 9661 on 11/10. Available balance: $1,103.31.",1,Bank of America,9661,71.36,"1,103.31",DEBIT,BANK
US_CORPUS_00297,1794312060000,24273,"Chase: You scheduled a payment of $128.26 to COMCAST CABLE for 11/18 from acct ...9384. To cancel, visit chase.com/pay.",1,Chase,9384,128.26,,CREDIT,BANK
US_CORPUS_00298,1794356460000,24273,Chase: Your one-time code is 986798. Don't share it. We'll never call to ask for it.,0,Chase,,,,OTHER,NONE
US_CORPUS_00299,1794373980000,322632,BofA Reminder: Payment of $35.00 minimum is due on credit card ending 9111 by 11/17. Avoid late fees.,1,Bank of America,9111,35.00,,CREDIT,CARD
US_CORPUS_00300,1794419580000,24273,"Chase: You made a $51.95 debit card purchase with card ending 882 at TARGET T-1043 on 11/11. Avail bal: $17,793.90.",1,Chase,882,51.95,"17,793.90",DEBIT,CARD
US_CORPUS_00301,1794486660000,322632,"Bank of America: A withdrawal/debit of $36.81 (T-MOBILE) posted to account ending 9661 on 11/12. Available balance: $1,066.50.",1,Bank of America,9661,36.81,"1,066.50",DEBIT,BANK
US_CORPUS_00302,1794553320000,322632,Bank of America: A purchase of $84.01 at SPOTIFY USA was charged to your credit card ending in 9111 on 11/13.,1,Bank of America,9111,84.01,,DEBIT,CARD
US_CORPUS_00303,1794571020000,322632,Bank of America: A purchase of $54.44 at KROGER #771 was charged to your credit card ending in 9111 on 11/13.,1,Bank of America,9111,54.44,,DEBIT,CARD
US_CORPUS_00304,1794604440000,24273,"Chase: You made a $149.64 debit card purchase with card ending 882 at PANERA BREAD #4402 on 11/13. Avail bal: $17,644.26.",1,Chase,882,149.64,"17,644.26",DEBIT,CARD
US_CORPUS_00305,1794634560000,322632,Bank of America: AutoPay is now set up for your credit card ending in 9111. $35.00 (minimum due) will be drafted from account 9661 each cycle. No payment was made today.,0,Bank of America,,,,OTHER,NONE
US_CORPUS_00306,1794690120000,24273,"Chase: JOHN MILLER sent you $92.72 with Zelle(R). Deposited to acct ...9384. Avail bal: $17,736.98.",1,Chase,,92.72,,CREDIT,BANK
US_CORPUS_00307,1794710520000,322632,Bank of America: A purchase of $46.93 at COSTCO WHSE #482 was charged to your credit card ending in 9111 on 11/15.,1,Bank of America,9111,46.93,,DEBIT,CARD
US_CORPUS_00308,1794723120000,322632,BofA: Your credit card ending 9111 was DECLINED for $389.01 at TRADER JOE'S #552 on 11/15. Call 800.732.9194 if you need help.,0,Bank of America,,,,OTHER,NONE
US_CORPUS_00309,1794788940000,37777,USPS: Your package 9480897275522687331 is out for delivery today.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00310,1795172820000,322632,Bank of America: A purchase of $96.87 at TARGET T-1043 was charged to your credit card ending in 9111 on 11/20.,1,Bank of America,9111,96.87,,DEBIT,CARD
US_CORPUS_00311,1795197300000,24273,"Chase: You sent $87.79 to MIKE CHEN with Zelle(R) from acct ending 9384 on 11/20. Avail bal: $17,649.19.",1,Chase,9384,87.79,"17,649.19",DEBIT,BANK
US_CORPUS_00312,1795209420000,24273,"Chase: You made a $96.69 debit card purchase with card ending 882 at BEST BUY #442 on 11/20. Avail bal: $17,552.50.",1,Chase,882,96.69,"17,552.50",DEBIT,CARD
US_CORPUS_00313,1795267500000,93557,Wells Fargo: 212098 is your access code. It expires in 10 minutes. Don't share it.,0,Wells Fargo,,,,OTHER,NONE
US_CORPUS_00314,1795286700000,24273,"Chase: You made a $91.74 debit card purchase with card ending 882 at TRADER JOE'S #552 on 11/21. Avail bal: $17,460.76.",1,Chase,882,91.74,"17,460.76",DEBIT,CARD
US_CORPUS_00315,1795310940000,672566,"Netflix: Your payment method was updated successfully. If this wasn't you, visit netflix.com/account.",0,Unknown,,,,OTHER,NONE
US_CORPUS_00316,1795356060000,322632,Bank of America: A purchase of $103.93 at STARBUCKS #2214 was charged to your credit card ending in 9111 on 11/22.,1,Bank of America,9111,103.93,,DEBIT,CARD
US_CORPUS_00317,1795411680000,93557,Wells Fargo: 156689 is your access code. It expires in 10 minutes. Don't share it.,0,Wells Fargo,,,,OTHER,NONE
US_CORPUS_00318,1795456800000,322632,BofA: Your credit card ending 9111 was DECLINED for $414.89 at SHELL OIL 5744 on 11/23. Call 800.732.9194 if you need help.,0,Bank of America,,,,OTHER,NONE
US_CORPUS_00319,1795472760000,24273,"Chase: You scheduled a payment of $144.31 to COMCAST CABLE for 12/01 from acct ...9384. To cancel, visit chase.com/pay.",1,Chase,9384,144.31,,CREDIT,BANK
US_CORPUS_00320,1795517940000,24273,"Chase: You scheduled a payment of $103.69 to COMCAST CABLE for 12/02 from acct ...9384. To cancel, visit chase.com/pay.",1,Chase,9384,103.69,,CREDIT,BANK
US_CORPUS_00321,1795561680000,55123,"QuickCash Loans: Get up to $5,000 TODAY! No credit check. Apply now: qcloans.example/apply. Txt STOP to end.",0,Unknown,,,,OTHER,NONE
US_CORPUS_00322,1795574220000,24273,"Chase: You made a $113.69 debit card purchase with card ending 882 at STARBUCKS #2214 on 11/25. Avail bal: $17,347.07.",1,Chase,882,113.69,"17,347.07",DEBIT,CARD
US_CORPUS_00323,1795607100000,24273,"Chase: Direct deposit of $1,339.22 from ACME TECHNOLOGIES PAYROLL posted to acct ...9384 on 11/25. Avail bal: $18,686.29.",1,Chase,9384,"1,339.22","18,686.29",CREDIT,BANK
US_CORPUS_00324,1795627440000,322632,BofA: Your credit card ending 9111 was DECLINED for $114.43 at STARBUCKS #2214 on 11/25. Call 800.732.9194 if you need help.,0,Bank of America,,,,OTHER,NONE
US_CORPUS_00325,1795653960000,322632,Bank of America: A purchase of $84.80 at STARBUCKS #2214 was charged to your credit card ending in 9111 on 11/26.,1,Bank of America,9111,84.80,,DEBIT,CARD
US_CORPUS_00326,1795682760000,24273,Chase: Your one-time code is 145287. Don't share it. We'll never call to ask for it.,0,Chase,,,,OTHER,NONE
US_CORPUS_00327,1795707780000,24273,"Chase: Direct deposit of $501.36 from ACME TECHNOLOGIES PAYROLL posted to acct ...9384 on 11/26. Avail bal: $19,187.65.",1,Chase,9384,501.36,"19,187.65",CREDIT,BANK
US_CORPUS_00328,1795740360000,24273,"Chase: You made a $69.30 debit card purchase with card ending 882 at SHELL OIL 5744 on 11/27. Avail bal: $19,118.35.",1,Chase,882,69.30,"19,118.35",DEBIT,CARD
US_CORPUS_00329,1795788960000,322632,Bank of America: A purchase of $22.02 at TRADER JOE'S #552 was charged to your credit card ending in 9111 on 11/27.,1,Bank of America,9111,22.02,,DEBIT,CARD
US_CORPUS_00330,1795827240000,24273,"Chase: You made a $57.71 debit card purchase with card ending 882 at SHELL OIL 5744 on 11/28. Avail bal: $19,060.64.",1,Chase,882,57.71,"19,060.64",DEBIT,CARD
US_CORPUS_00331,1795845720000,322632,Bank of America: A purchase of $145.23 at UBER TRIP was charged to your credit card ending in 9111 on 11/28.,1,Bank of America,9111,145.23,,DEBIT,CARD
US_CORPUS_00332,1795860420000,55123,"QuickCash Loans: Get up to $5,000 TODAY! No credit check. Apply now: qcloans.example/apply. Txt STOP to end.",0,Unknown,,,,OTHER,NONE
US_CORPUS_00333,1795909140000,24273,"Chase: JOHN MILLER sent you $45.79 with Zelle(R). Deposited to acct ...9384. Avail bal: $19,106.43.",1,Chase,,45.79,,CREDIT,BANK
US_CORPUS_00334,1795959660000,322632,"Bank of America: A withdrawal/debit of $29.00 (GEICO AUTO INS) posted to account ending 9661 on 11/29. Available balance: $1,037.50.",1,Bank of America,9661,29.00,"1,037.50",DEBIT,BANK
US_CORPUS_00335,1796014320000,24273,"Chase: RAJ PATEL sent you $119.36 with Zelle(R). Deposited to acct ...9384. Avail bal: $19,225.79.",1,Chase,,119.36,,CREDIT,BANK
US_CORPUS_00336,1796056860000,24273,"Chase: You scheduled a payment of $174.59 to COMCAST CABLE for 12/08 from acct ...9384. To cancel, visit chase.com/pay.",1,Chase,9384,174.59,,CREDIT,BANK
US_CORPUS_00337,1796110320000,322632,"Bank of America: A withdrawal/debit of $27.18 (PG&E UTILITY) posted to account ending 9661 on 12/01. Available balance: $1,010.32.",1,Bank of America,9661,27.18,"1,010.32",DEBIT,BANK
US_CORPUS_00338,1796164320000,89887,DOMINO'S: BOGO large pizzas today only! dominos.com. Txt STOP to end.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00339,1796196660000,24273,"Chase: You made a $136.67 debit card purchase with card ending 882 at WALMART SUPERCENTER on 12/02. Avail bal: $19,089.12.",1,Chase,882,136.67,"19,089.12",DEBIT,CARD
US_CORPUS_00340,1796235060000,24273,Chase Fraud Alert: Did you attempt $845.00 at ELECTRONICS OUTLET ONLINE with debit card ending 882? Reply YES or NO.,1,Chase,882,845.00,,DEBIT,CARD
US_CORPUS_00341,1796243700000,24273,Chase: Your debit card ending 882 has been CLOSED due to suspected fraud. A replacement card ending 7761 has been mailed to your address on file. No transaction was posted.,0,Chase,882,,,OTHER,CARD
US_CORPUS_00342,1796360160000,24273,Chase: Your new debit card ending 7761 is now ACTIVE and linked to acct ...9384. Your old card ending 882 can no longer be used.,0,Chase,7761,,,OTHER,CARD
US_CORPUS_00343,1796376180000,24273,Chase Fraud Alert: Did you attempt $105.98 at ONLINE MERCHANT with debit card ending 7761? Reply YES or NO.,1,Chase,7761,105.98,,DEBIT,CARD
US_CORPUS_00344,1796433660000,322632,Bank of America: A withdrawal/debit of $30.52 (ATM WITHDRAWAL #A5521) posted to account ending 9661 on 12/05. Available balance: $979.80.,1,Bank of America,9661,30.52,979.80,DEBIT,BANK
US_CORPUS_00345,1796459580000,322632,Bank of America: A purchase of $23.99 at WHOLE FOODS MKT was charged to your credit card ending in 9111 on 12/05.,1,Bank of America,9111,23.99,,DEBIT,CARD
US_CORPUS_00346,1796478300000,322632,BofA: A pending authorization of $70.96 at UBER TRIP is on your credit card ending 9111. Final amount may vary.,1,Bank of America,9111,70.96,,DEBIT,CARD
US_CORPUS_00347,1796529120000,322632,Bank of America: AutoPay is now set up for your credit card ending in 9111. $35.00 (minimum due) will be drafted from account 9661 each cycle. No payment was made today.,0,Bank of America,,,,OTHER,NONE
US_CORPUS_00348,1796589960000,93557,Welcome to Wells Fargo Alerts! You are now enrolled for account ending 4417. Msg&data rates may apply. Reply HELP for help.,0,Wells Fargo,4417,,,OTHER,NONE
US_CORPUS_00349,1796598000000,24273,"Chase: You transferred $1,000.00 from acct ...9384 to external account ending 4417 on 12/06. Avail bal: $18,089.12.",1,Chase,9384,"1,000.00","18,089.12",DEBIT,BANK
US_CORPUS_00350,1796602200000,93557,"Wells Fargo: A transfer of $1,000.00 was received into account ending 4417 on 12/07. Avail Bal: $1,000.00.",1,Wells Fargo,4417,"1,000.00","1,000.00",CREDIT,BANK
US_CORPUS_00351,1796636340000,24273,"Chase: You made a $92.64 debit card purchase with card ending 7761 at CHIPOTLE 1187 on 12/07. Avail bal: $17,996.48.",1,Chase,7761,92.64,"17,996.48",DEBIT,CARD
US_CORPUS_00352,1796646000000,24273,"Chase: You made a $67.26 debit card purchase with card ending 7761 at SHELL OIL 5744 on 12/07. Avail bal: $17,929.22.",1,Chase,7761,67.26,"17,929.22",DEBIT,CARD
US_CORPUS_00353,1796676060000,322632,Bank of America: A withdrawal/debit of $55.19 (PG&E UTILITY) posted to account ending 9661 on 12/07. Available balance: $924.61.,1,Bank of America,9661,55.19,924.61,DEBIT,BANK
US_CORPUS_00354,1796702760000,55123,"QuickCash Loans: Get up to $5,000 TODAY! No credit check. Apply now: qcloans.example/apply. Txt STOP to end.",0,Unknown,,,,OTHER,NONE
US_CORPUS_00355,1796757840000,24273,"Chase: You scheduled a payment of $212.70 to COMCAST CABLE for 12/16 from acct ...9384. To cancel, visit chase.com/pay.",1,Chase,9384,212.70,,CREDIT,BANK
US_CORPUS_00356,1796816640000,24273,"Chase: You made a $60.00 debit card purchase (includes $20.00 cash back) with card ending 7761 at KROGER #771 on 12/09. Avail bal: $17,869.22.",1,Chase,7761,60.00,"17,869.22",DEBIT,CARD
US_CORPUS_00357,1796870220000,322632,Bank of America: A withdrawal/debit of $56.25 (T-MOBILE) posted to account ending 9661 on 12/10. Available balance: $868.36.,1,Bank of America,9661,56.25,868.36,DEBIT,BANK
US_CORPUS_00358,1796916120000,24273,"Chase: You made a $20.35 debit card purchase with card ending 7761 at CVS/PHARMACY #883 on 12/10. Avail bal: $17,848.87.",1,Chase,7761,20.35,"17,848.87",DEBIT,CARD
US_CORPUS_00359,1796924400000,24273,"Chase: Your online payment of $389.57 to BANK OF AMERICA CARD 9111 from acct ...9384 is complete on 12/10. Avail bal: $17,459.30.",1,Chase,9384,389.57,"17,459.30",CREDIT,CARD
US_CORPUS_00360,1796927820000,322632,BofA: Payment of $389.57 received on credit card ending 9111. Thank you. Avail credit: $759.77.,1,Bank of America,9111,389.57,759.77,CREDIT,CARD
US_CORPUS_00361,1796986440000,24273,"Chase: Direct deposit of $1,610.22 from ACME TECHNOLOGIES PAYROLL posted to acct ...9384 on 12/11. Avail bal: $19,069.52.",1,Chase,9384,"1,610.22","19,069.52",CREDIT,BANK
US_CORPUS_00362,1797011040000,24273,"Chase: You made a $141.54 debit card purchase with card ending 7761 at UBER TRIP on 12/11. Avail bal: $18,927.98.",1,Chase,7761,141.54,"18,927.98",DEBIT,CARD
US_CORPUS_00363,1797070740000,322632,Bank of America: An international purchase of $49.12 (EUR 45.00) at CAFE DE PARIS was charged to your credit card ending in 9111 on 12/12. Avail credit: $710.65.,1,Bank of America,9111,49.12,710.65,DEBIT,CARD
US_CORPUS_00364,1797121980000,322632,Bank of America: A purchase of $113.96 at UBER TRIP was charged to your credit card ending in 9111 on 12/13.,1,Bank of America,9111,113.96,,DEBIT,CARD
US_CORPUS_00365,1797177120000,+14155550132,Movie at 8?,0,Unknown,,,,OTHER,NONE
US_CORPUS_00366,1797199860000,322632,BofA: A pending authorization of $100.41 at SHELL OIL 5744 is on your credit card ending 9111. Final amount may vary.,1,Bank of America,9111,100.41,,DEBIT,CARD
US_CORPUS_00367,1797249780000,24273,"Chase: You sent $33.95 to RAJ PATEL with Zelle(R) from acct ending 9384 on 12/14. Avail bal: $18,894.03.",1,Chase,9384,33.95,"18,894.03",DEBIT,BANK
US_CORPUS_00368,1797276300000,24273,"Chase: You made a $121.23 debit card purchase with card ending 7761 at CVS/PHARMACY #883 on 12/14. Avail bal: $18,772.80.",1,Chase,7761,121.23,"18,772.80",DEBIT,CARD
US_CORPUS_00369,1797324660000,322632,BofA: A Late Payment Fee of $29.00 was charged to your credit card ending 9111 on 12/15.,1,Bank of America,9111,29.00,,DEBIT,CARD
US_CORPUS_00370,1797347160000,322632,BofA: Interest Charged of $41.23 was posted to your credit card ending 9111 on 12/15.,1,Bank of America,9111,41.23,,DEBIT,CARD
US_CORPUS_00371,1797373560000,24273,"Chase: Your online payment of $357.86 to BANK OF AMERICA CARD 9111 from acct ...9384 is complete on 12/15. Avail bal: $18,414.94.",1,Chase,9384,357.86,"18,414.94",CREDIT,CARD
US_CORPUS_00372,1797376260000,322632,BofA: Payment of $357.86 received on credit card ending 9111. Thank you. Avail credit: $884.32.,1,Bank of America,9111,357.86,884.32,CREDIT,CARD
US_CORPUS_00373,1797383820000,24273,"Chase: You sent $10.04 to RAJ PATEL with Zelle(R) from acct ending 9384 on 12/16. Avail bal: $18,404.90.",1,Chase,9384,10.04,"18,404.90",DEBIT,BANK
US_CORPUS_00374,1797423660000,24273,Chase: JOHN MILLER requested $22.44 from you with Zelle(R). Review in the Chase Mobile app. No money has moved.,1,Chase,,22.44,,DEBIT,BANK
US_CORPUS_00375,1797468900000,322632,BofA Reminder: Payment of $35.00 minimum is due on credit card ending 9111 by 12/23. Avoid late fees.,1,Bank of America,9111,35.00,,CREDIT,CARD
US_CORPUS_00376,1797491400000,24273,Chase: Your one-time code is 765514. Don't share it. We'll never call to ask for it.,0,Chase,,,,OTHER,NONE
US_CORPUS_00377,1797505140000,322632,Bank of America: A payment of $200.00 to BofA CARD 9111 was debited from account ending 9661 on 12/17. Available balance: $668.36.,1,Bank of America,9661,200.00,668.36,CREDIT,CARD
US_CORPUS_00378,1797511020000,322632,"BofA: Payment of $200.00 received on credit card ending 9111. Thank you. Avail credit: $1,084.32.",1,Bank of America,9111,200.00,"1,084.32",CREDIT,CARD
US_CORPUS_00379,1797680520000,322632,BofA: Your $200.00 payment on credit card ending 9111 was RETURNED (insufficient funds) and reversed on 12/19. Avail credit: $884.32.,0,Bank of America,,,,OTHER,NONE
US_CORPUS_00380,1797683460000,322632,Bank of America: $200.00 was credited back to account ending 9661 (returned payment) on 12/19. Available balance: $868.36.,1,Bank of America,9661,200.00,868.36,CREDIT,BANK
US_CORPUS_00381,1797705720000,322632,Bank of America: A purchase of $106.20 at STARBUCKS #2214 was charged to your credit card ending in 9111 on 12/19.,1,Bank of America,9111,106.20,,DEBIT,CARD
US_CORPUS_00382,1797762540000,24273,"Chase: You made a $101.19 debit card purchase with card ending 7761 at BEST BUY #442 on 12/20. Avail bal: $18,303.71.",1,Chase,7761,101.19,"18,303.71",DEBIT,CARD
US_CORPUS_00383,1797770340000,55123,"QuickCash Loans: Get up to $5,000 TODAY! No credit check. Apply now: qcloans.example/apply. Txt STOP to end.",0,Unknown,,,,OTHER,NONE
US_CORPUS_00384,1797783060000,24273,"Chase: Direct deposit of $2,082.11 from ACME TECHNOLOGIES PAYROLL posted to acct ...9384 on 12/20. Avail bal: $20,385.82.",1,Chase,9384,"2,082.11","20,385.82",CREDIT,BANK
US_CORPUS_00385,1797841080000,24273,"Chase: You scheduled a payment of $83.03 to COMCAST CABLE for 12/29 from acct ...9384. To cancel, visit chase.com/pay.",1,Chase,9384,83.03,,CREDIT,BANK
US_CORPUS_00386,1797880440000,322632,Bank of America: Interest Paid of $1.12 was credited to account ending 9661 on 12/21. Available balance: $869.48.,1,Bank of America,9661,1.12,869.48,CREDIT,BANK
US_CORPUS_00387,1797909720000,24273,"Chase: MIKE CHEN sent you $121.80 with Zelle(R). Deposited to acct ...9384. Avail bal: $20,507.62.",1,Chase,,121.80,,CREDIT,BANK
US_CORPUS_00388,1797918360000,262966,384605 is your Amazon OTP. Do not share it with anyone.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00389,1797958860000,37777,USPS: Your package 9420647491911254695 is out for delivery today.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00390,1797974520000,93557,Wells Fargo: 186720 is your access code. It expires in 10 minutes. Don't share it.,0,Wells Fargo,,,,OTHER,NONE
US_CORPUS_00391,1798031400000,262966,729671 is your Amazon OTP. Do not share it with anyone.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00392,1798085760000,322632,Bank of America: A Monthly Maintenance Fee of $12.00 was charged to account ending 9661 on 12/24. Available balance: $857.48.,1,Bank of America,9661,12.00,857.48,DEBIT,CARD
US_CORPUS_00393,1798187820000,322632,Bank of America: Your Monthly Maintenance Fee of $12.00 was REFUNDED to account ending 9661 on 12/25. Available balance: $869.48.,1,Bank of America,9661,12.00,869.48,CREDIT,BANK
US_CORPUS_00394,1798220940000,24273,Chase Fraud Alert: Did you attempt $143.52 at ONLINE MERCHANT with debit card ending 7761? Reply YES or NO.,1,Chase,7761,143.52,,DEBIT,CARD
US_CORPUS_00395,1798264020000,89887,DOMINO'S: BOGO large pizzas today only! dominos.com. Txt STOP to end.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00396,1798287300000,322632,"Bank of America: Your credit card ending in 9111 statement is ready. Balance: $3,421.88. Min payment $35.00 due 01/13.",1,Bank of America,9111,"3,421.88","3,421.88",DEBIT,CARD
US_CORPUS_00397,1798330020000,24273,"Chase: RAJ PATEL sent you $156.31 with Zelle(R). Deposited to acct ...9384. Avail bal: $20,663.93.",1,Chase,,156.31,,CREDIT,BANK
US_CORPUS_00398,1798340280000,24273,"Chase: You sent $174.91 to MIKE CHEN with Zelle(R) from acct ending 9384 on 12/27. Avail bal: $20,489.02.",1,Chase,9384,174.91,"20,489.02",DEBIT,BANK
US_CORPUS_00399,1798358700000,322632,"Bank of America: A cash deposit of $300.00 was made at ATM #B2231 to account ending 9661 on 12/27. Available balance: $1,169.48.",1,Bank of America,9661,300.00,"1,169.48",CREDIT,BANK
US_CORPUS_00400,1798381200000,262966,440588 is your Amazon OTP. Do not share it with anyone.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00401,1798411740000,24273,"Chase: You made a $68.03 debit card purchase with card ending 7761 at SPOTIFY USA on 12/27. Avail bal: $20,420.99.",1,Chase,7761,68.03,"20,420.99",DEBIT,CARD
US_CORPUS_00402,1798422120000,24273,"Chase: You made a $97.58 debit card purchase with card ending 7761 at STARBUCKS #2214 on 12/28. Avail bal: $20,323.41.",1,Chase,7761,97.58,"20,323.41",DEBIT,CARD
US_CORPUS_00403,1798471260000,89887,DOMINO'S: BOGO large pizzas today only! dominos.com. Txt STOP to end.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00404,1798512660000,24273,"Chase: You made a $10.03 debit card purchase with card ending 7761 at APPLE.COM/BILL on 12/29. Avail bal: $20,313.38.",1,Chase,7761,10.03,"20,313.38",DEBIT,CARD
US_CORPUS_00405,1798540620000,322632,Bank of America: A purchase of $66.67 at TRADER JOE'S #552 was charged to your credit card ending in 9111 on 12/29.,1,Bank of America,9111,66.67,,DEBIT,CARD
US_CORPUS_00406,1798582560000,24273,"Chase: You made a $50.49 debit card purchase with card ending 7761 at BEST BUY #442 on 12/29. Avail bal: $20,262.89.",1,Chase,7761,50.49,"20,262.89",DEBIT,CARD
